"Year","StateAbbr","StateDesc","LocationName","DataSource","Category","Measure","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","TotalPopulation","TotalPop18plus","LocationID","CategoryID","MeasureId","DataValueTypeID","Short_Question_Text","Geolocation"
"2022","CA","California","Mendocino","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","68.6",,,"64.0","72.9","89,783","71,066","06045","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-123.391321827245 39.4403114811983)"
"2022","AK","Alaska","Chugach","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","62.2",,,"57.6","67.0","6,874","5,338","02063","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-145.846670254475 60.7148095406379)"
"2022","AL","Alabama","Fayette","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","79.0",,,"75.3","82.5","16,118","12,706","01057","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-87.7389050506601 33.7211713531213)"
"2022","AL","Alabama","Walker","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","78.5",,,"74.8","82.0","64,339","49,952","01127","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-87.2978092396997 33.8031253577516)"
"2022","AZ","Arizona","Gila","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","68.8",,,"65.0","72.4","53,922","43,714","04007","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-110.812096582079 33.7999645115514)"
"2022","AK","Alaska","Nome","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","62.8",,,"58.2","67.6","9,835","6,518","02180","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-164.033919932189 64.9109901665876)"
"2022","AR","Arkansas","Madison","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","74.5",,,"70.2","78.4","17,486","13,373","05087","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-93.7242584115005 36.0113363272212)"
"2022","AZ","Arizona","Yuma","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","73.6",,,"70.0","77.0","207,842","155,973","04027","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-113.905997385394 32.7694427722845)"
"2022","AR","Arkansas","Jackson","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","76.7",,,"72.7","80.3","16,624","13,317","05067","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-91.2146324874827 35.5993609746175)"
"2022","AR","Arkansas","Polk","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","75.0",,,"70.7","79.0","19,337","15,084","05113","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-94.2282210393227 34.4858592435429)"
"2022","AR","Arkansas","Logan","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","75.9",,,"71.5","79.7","21,253","16,839","05083","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-93.7171626255792 35.2148866321463)"
"2022","CA","California","Madera","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","68.5",,,"63.9","72.9","160,256","116,890","06039","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-119.762622561071 37.2181735184536)"
"2022","AL","Alabama","Choctaw","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","78.4",,,"73.9","81.9","12,439","9,977","01023","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-88.2631706219377 32.0198224293383)"
"2022","AZ","Arizona","Maricopa","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","71.3",,,"68.6","73.9","4,551,524","3,532,288","04013","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-112.491401814525 33.3490920459607)"
"2022","AL","Alabama","Jefferson","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","81.6",,,"78.8","84.3","665,409","515,688","01073","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-86.896632302754 33.554557948471)"
"2022","AK","Alaska","Ketchikan Gateway","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","67.5",,,"63.6","71.6","13,741","10,954","02130","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-130.936350933263 55.586579401666)"
"2022","AK","Alaska","Fairbanks North Star","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","65.7",,,"62.0","69.2","95,356","73,021","02090","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-146.565627734256 64.8075316814407)"
"2022","CA","California","Monterey","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","69.1",,,"65.0","73.0","432,858","322,881","06053","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-121.238518915104 36.2170334850568)"
"2022","AK","Alaska","Sitka","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","66.0",,,"61.4","70.4","8,382","6,754","02220","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-135.315163429465 57.2335274122738)"
"2022","AK","Alaska","Bethel","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","63.2",,,"58.7","67.4","18,257","11,844","02050","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-159.82324096097 60.9128860869079)"
"2022","CA","California","Riverside","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","70.5",,,"67.0","73.7","2,473,902","1,880,349","06065","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-115.994764890688 33.7437710409515)"
"2022","AL","Alabama","Limestone","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","77.6",,,"73.7","81.2","110,900","86,794","01083","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-86.9814538074536 34.8102607960627)"
"2022","AL","Alabama","Wilcox","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","80.6",,,"76.8","84.2","10,059","7,838","01131","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-87.3083095693845 31.9892939338512)"
"2022","AR","Arkansas","Clay","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","74.7",,,"70.4","78.8","14,265","11,193","05021","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-90.4170776785868 36.3683675945226)"
"2022","AR","Arkansas","Cross","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","79.5",,,"75.8","82.9","16,601","12,703","05037","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-90.7714945147511 35.2958747021642)"
"2022","CA","California","Sonoma","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","69.3",,,"65.2","73.4","482,650","392,503","06097","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-122.887568125266 38.5287343227086)"
"2022","CA","California","San Joaquin","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","68.3",,,"64.4","72.1","793,229","586,031","06077","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-121.271085290011 37.9345365020323)"
"2022","CA","California","Modoc","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","74.8",,,"70.8","78.8","8,511","6,957","06049","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-120.725180763953 41.5897153747434)"
"2022","AK","Alaska","Denali","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","63.6",,,"58.7","68.4","1,585","1,306","02068","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-150.011615254067 63.6714884543977)"
"2022","AL","Alabama","Lawrence","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","76.4",,,"72.2","80.3","33,214","26,022","01079","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-87.3108851040374 34.5216735395968)"
"2022","AL","Alabama","Clay","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","76.4",,,"72.1","80.3","14,198","11,235","01027","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-85.8606604130173 33.2693085517833)"
"2022","AK","Alaska","Yakutat","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","63.7",,,"58.6","68.6","700","563","02282","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-140.357660106358 59.8890141407815)"
"2022","AR","Arkansas","Grant","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","77.6",,,"73.7","81.1","18,160","14,212","05053","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-92.4234453390766 34.290047947646)"
"2022","AL","Alabama","Montgomery","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","79.5",,,"76.1","82.9","226,361","172,697","01101","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-86.2076996333806 32.220703470576)"
"2022","CA","California","Shasta","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","68.3",,,"63.7","72.7","180,930","142,098","06089","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-122.040246599392 40.763787981335)"
"2022","CA","California","Fresno","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","69.9",,,"66.0","73.6","1,015,190","734,510","06019","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-119.64899454546 36.7581714404224)"
"2022","AK","Alaska","Juneau","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","67.1",,,"63.1","70.8","31,685","25,234","02110","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-134.172902838081 58.4491350384727)"
"2022","AL","Alabama","Madison","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","80.4",,,"77.2","83.5","403,565","317,999","01089","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-86.550355969647 34.7630088775779)"
"2022","AR","Arkansas","Monroe","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","81.9",,,"78.6","85.1","6,564","5,069","05095","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-91.2039164853539 34.6778463256655)"
"2022","AK","Alaska","Hoonah-Angoon","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","70.9",,,"66.5","75.2","2,287","1,905","02105","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-135.641352469501 58.2866674624936)"
"2022","CA","California","San Luis Obispo","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","71.7",,,"67.4","75.4","282,013","234,072","06079","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-120.404478346917 35.387112949635)"
"2022","CA","California","Kings","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","67.6",,,"63.0","72.1","152,981","112,177","06031","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-119.815394099578 36.0752380305363)"
"2022","AR","Arkansas","Miller","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","78.1",,,"74.2","81.6","42,552","32,501","05091","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-93.8924281761086 33.3123156126392)"
"2022","CA","California","Solano","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","70.9",,,"66.9","74.8","448,747","351,591","06095","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-121.932781028652 38.2699375647315)"
"2022","CA","California","Santa Cruz","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","70.2",,,"66.1","74.1","264,370","216,642","06087","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-122.001404413399 37.0558255524564)"
"2022","AR","Arkansas","Poinsett","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","77.3",,,"73.0","80.9","22,495","17,104","05111","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-90.6631053050275 35.5740758449201)"
"2022","AR","Arkansas","Woodruff","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","80.5",,,"76.9","83.7","6,049","4,743","05147","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-91.2431471012526 35.1863222444477)"
"2022","AL","Alabama","Randolph","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","79.8",,,"76.0","83.3","22,479","17,785","01111","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-85.4593334042301 33.293864006059)"
"2022","AR","Arkansas","Montgomery","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","75.4",,,"71.1","79.4","8,556","7,012","05097","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-93.6594929570876 34.5391664075576)"
"2022","AZ","Arizona","Santa Cruz","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","71.4",,,"66.9","75.6","48,759","36,389","04023","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-110.846572235272 31.525984062461)"
"2022","AL","Alabama","Blount","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","75.2",,,"70.8","79.1","59,512","46,000","01009","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-86.5674545509626 33.9808484356408)"
"2022","AK","Alaska","Northwest Arctic","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","64.1",,,"59.1","69.2","7,423","4,634","02188","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-159.722233405755 67.0527933404638)"
"2022","AL","Alabama","Marion","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","76.8",,,"72.4","80.7","29,156","23,044","01093","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-87.8871984960778 34.1365876476739)"
"2022","AR","Arkansas","St. Francis","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","78.0",,,"74.4","81.3","22,451","17,669","05123","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-90.7484778577097 35.0221692427635)"
"2022","AL","Alabama","Tuscaloosa","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","77.5",,,"73.7","80.8","236,780","189,291","01125","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-87.5254019048087 33.2894088277374)"
"2022","AZ","Arizona","Greenlee","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","68.7",,,"64.1","73.0","9,302","6,806","04011","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-109.240185682696 33.215200364114)"
"2022","AR","Arkansas","Newton","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","79.5",,,"75.9","83.0","7,078","5,757","05101","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-93.2175629791081 35.9200960625867)"
"2022","AZ","Arizona","Apache","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","69.3",,,"65.4","72.7","65,432","48,388","04001","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-109.48881915611 35.3954681672691)"
"2022","CA","California","Sierra","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","67.9",,,"62.9","72.4","3,217","2,684","06091","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-120.516466065629 39.5802928882158)"
"2022","AR","Arkansas","Union","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","77.9",,,"74.0","81.3","37,752","28,789","05139","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-92.5973698311478 33.1712847934414)"
"2022","AR","Arkansas","Sebastian","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","77.0",,,"73.2","80.5","129,059","98,606","05131","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-94.2747115384126 35.1994487114465)"
"2022","AL","Alabama","Barbour","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","79.1",,,"75.1","82.6","24,706","19,675","01005","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-85.3928136383141 31.8698172860413)"
"2022","AR","Arkansas","Prairie","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","79.5",,,"75.6","83.0","8,069","6,413","05117","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-91.5527724228457 34.8296805541547)"
"2022","AR","Arkansas","Ashley","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","77.2",,,"73.4","81.0","18,354","14,253","05003","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-91.7684677225088 33.1912395259672)"
"2022","AR","Arkansas","Arkansas","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","79.3",,,"75.6","82.8","16,512","12,710","05001","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-91.3742443996367 34.2890451226643)"
"2022","AR","Arkansas","Searcy","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","80.0",,,"76.3","83.3","7,918","6,329","05129","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-92.6994901353755 35.9111264752522)"
"2022","AL","Alabama","Talladega","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","80.2",,,"76.5","83.6","80,704","64,258","01121","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-86.1654714346314 33.3800641404691)"
"2022","AK","Alaska","Yakutat","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","67.3",,,"62.5","71.8","700","563","02282","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-140.357660106358 59.8890141407815)"
"2022","CA","California","Santa Clara","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","68.3",,,"64.8","71.4","1,870,945","1,490,785","06085","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-121.695251446392 37.2316875247769)"
"2022","CA","California","Lake","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","73.4",,,"69.4","77.3","68,191","53,338","06033","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-122.753413599125 39.0999886976907)"
"2022","AL","Alabama","Madison","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","79.3",,,"75.9","82.5","403,565","317,999","01089","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-86.550355969647 34.7630088775779)"
"2022","AL","Alabama","Marion","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","79.5",,,"75.6","83.1","29,156","23,044","01093","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-87.8871984960778 34.1365876476739)"
"2022","AL","Alabama","Jackson","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","75.8",,,"71.5","79.9","52,891","42,087","01071","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-85.9995052603961 34.7796392771775)"
"2022","AR","Arkansas","Pope","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","76.5",,,"72.7","80.1","64,065","49,399","05115","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-93.034485700416 35.4480772563332)"
"2022","CA","California","Alameda","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","69.8",,,"66.4","73.1","1,628,997","1,311,253","06001","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-121.888566503138 37.6463311425304)"
"2022","AZ","Arizona","Greenlee","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","68.0",,,"63.3","72.3","9,302","6,806","04011","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-109.240185682696 33.215200364114)"
"2022","AL","Alabama","Cherokee","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","76.7",,,"72.6","80.7","25,302","20,586","01019","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-85.6038430238838 34.1758355642538)"
"2022","CA","California","Contra Costa","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","68.3",,,"64.3","71.9","1,156,966","906,227","06013","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-121.927326815652 37.9192010440958)"
"2022","AR","Arkansas","Little River","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","79.9",,,"76.1","83.6","11,821","9,241","05081","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-94.2341214453394 33.7020296690166)"
"2022","AR","Arkansas","Nevada","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","78.0",,,"74.1","81.8","8,181","6,364","05099","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-93.3071170868575 33.6633038300917)"
"2022","AR","Arkansas","Lee","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","78.9",,,"75.0","82.3","8,364","6,854","05077","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-90.780565570189 34.7806712575882)"
"2022","AL","Alabama","Lawrence","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","79.0",,,"75.1","82.6","33,214","26,022","01079","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-87.3108851040374 34.5216735395968)"
"2022","AR","Arkansas","Pike","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","76.2",,,"72.1","80.0","10,179","7,920","05109","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-93.6567760728936 34.1639175444477)"
"2022","AL","Alabama","Blount","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","77.7",,,"73.6","81.3","59,512","46,000","01009","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-86.5674545509626 33.9808484356408)"
"2022","AZ","Arizona","Apache","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","67.3",,,"63.2","70.8","65,432","48,388","04001","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-109.48881915611 35.3954681672691)"
"2022","AK","Alaska","Anchorage","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","67.8",,,"64.6","70.7","287,145","219,637","02020","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-149.112545841578 61.150482370682)"
"2022","AR","Arkansas","Craighead","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","76.3",,,"72.4","80.1","113,017","84,884","05031","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-90.6329336830579 35.8308246644221)"
"2022","AR","Arkansas","Fulton","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","75.0",,,"70.4","78.8","12,382","9,746","05049","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-91.817888079321 36.3816206347765)"
"2022","AZ","Arizona","Maricopa","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","72.4",,,"69.8","74.9","4,551,524","3,532,288","04013","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-112.491401814525 33.3490920459607)"
"2022","AK","Alaska","Kodiak Island","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","64.6",,,"59.8","69.1","12,720","9,749","02150","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-153.789812278338 57.6808874751479)"
"2022","AK","Alaska","Chugach","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","64.3",,,"59.8","69.0","6,874","5,338","02063","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-145.846670254475 60.7148095406379)"
"2022","AK","Alaska","Sitka","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","68.1",,,"63.6","72.2","8,382","6,754","02220","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-135.315163429465 57.2335274122738)"
"2022","AL","Alabama","Clay","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","79.5",,,"75.6","83.0","14,198","11,235","01027","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-85.8606604130173 33.2693085517833)"
"2022","AK","Alaska","Southeast Fairbanks","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","62.7",,,"58.2","67.0","7,021","5,207","02240","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-143.213550848982 63.8762788125121)"
"2022","AK","Alaska","Fairbanks North Star","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","64.5",,,"60.6","68.0","95,356","73,021","02090","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-146.565627734256 64.8075316814407)"
"2022","AK","Alaska","Aleutians East","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","64.4",,,"59.4","69.2","3,398","3,204","02013","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-161.964571410747 55.359979555826)"
"2022","AR","Arkansas","Howard","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","79.3",,,"75.5","82.7","12,557","9,352","05061","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-93.9938053308515 34.0889044688856)"
"2022","AL","Alabama","DeKalb","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Age-adjusted prevalence","75.7",,,"71.7","79.5","71,998","54,954","01049","PREVENT","CHECKUP","AgeAdjPrv","Annual Checkup","POINT (-85.8039693236418 34.4598606858773)"
"2022","AR","Arkansas","Izard","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","79.2",,,"75.7","82.6","14,048","11,539","05065","PREVENT","CHECKUP","CrdPrv","Annual Checkup","POINT (-91.9133749044468 36.0947862703415)"
