State,County,Metric,Category,Count
Texas,"Frio County, TX",Most Serious Criminal Conviction,Aggravated Assault - Non-family-Weapon,2
Texas,"Frio County, TX",Most Serious Criminal Conviction,Property Crimes,2
Texas,"Frio County, TX",Most Serious Criminal Conviction,Probation Violation,2
Texas,"Frio County, TX",Most Serious Criminal Conviction,Crimes Against Person,2
Texas,"Frio County, TX",Most Serious Criminal Conviction,Counterfeiting Of (identify in comments),1
Texas,"Frio County, TX",Most Serious Criminal Conviction,Simple Assault,1
Texas,"Frio County, TX",Most Serious Criminal Conviction,Vehicle Theft,1
Texas,"Frio County, TX",Most Serious Criminal Conviction,Weapon Offense,1
Texas,"Frio County, TX",Most Serious Criminal Conviction,Cocaine,1
Texas,"Frio County, TX",Most Serious Criminal Conviction,Neglect Child,1
Texas,"Frio County, TX",Most Serious Criminal Conviction,Aggravated Assault - Family-Weapon,1
Texas,"Frio County, TX",Most Serious Criminal Conviction,Robbery - Residence-Strongarm,1
Texas,"Frio County, TX",Most Serious Criminal Conviction,Gambling Device,1
Texas,"Frio County, TX",Most Serious Criminal Conviction,Licensing Violation,1
Texas,"Frio County, TX",Most Serious Criminal Conviction,Sex Assault - Sodomy-Girl-Strongarm,1
Texas,"Frio County, TX",Most Serious Criminal Conviction,Abduct-No Ransom or Assault,1
Texas,"Frio County, TX",Most Serious Criminal Conviction,Marijuana - Sell,1
Texas,"Frio County, TX",Most Serious Criminal Conviction,Battery,1
Texas,"Frio County, TX",Most Serious Criminal Conviction,Aggravated Assault - Public Officer-Strongarm,1
Texas,"Frio County, TX",Most Serious Criminal Conviction,Fraud - Impersonating,1
Texas,"Frio County, TX",Most Serious Criminal Conviction,Homicide,1
Texas,"Frio County, TX",Most Serious Criminal Conviction,Larceny - From Auto,1
Texas,"Frio County, TX",Most Serious Criminal Conviction,Unauthorized Use of Vehicle (includes joy riding),1
Texas,"Frio County, TX",Most Serious Criminal Conviction,Fraud - False Statement,1
Texas,"Frio County, TX",Most Serious Criminal Conviction,Amphetamine - Sell,1
Texas,"Frio County, TX",Most Serious Criminal Conviction,Marijuana - Smuggle,1
Texas,"Frio County, TX",Most Serious Criminal Conviction,Failure Report Crime,1
Texas,"Frio County, TX",Most Serious Criminal Conviction,Aggravated Assault - Non-family-Strongarm,1
Texas,"Frio County, TX",Most Serious Criminal Conviction,False Citizenship,1
Texas,"Frio County, TX",Most Serious Criminal Conviction,Sex Assault - Carnal Abuse,1
Texas,"Frio County, TX",Most Serious Criminal Conviction,Cruelty Toward Child,1
Texas,"Frio County, TX",Most Serious Criminal Conviction,Homicide-Negligent Manslaughter-Vehicle,1
Texas,"Frio County, TX",Most Serious Criminal Conviction,Burglary - Forced Entry-Residence,1
Texas,"Frio County, TX",Most Serious Criminal Conviction,Molestation of Minor,1
Texas,"Frio County, TX",Most Serious Criminal Conviction,Fraud - Illegal Use Credit Cards,1
Texas,"Frio County, TX",Most Serious Criminal Conviction,Carrying Concealed Weapon,1
Texas,"Frio County, TX",Most Serious Criminal Conviction,Theft Of US Government Property,1
Texas,"Frio County, TX",Seriousness Level of MSCC,All,3512
Texas,"Frio County, TX",Seriousness Level of MSCC,No Conviction,2741
Texas,"Frio County, TX",Seriousness Level of MSCC,level 3 Crime,574
Texas,"Frio County, TX",Seriousness Level of MSCC,Level 1 Crime,141
Texas,"Frio County, TX",Seriousness Level of MSCC,Level 2 Crime,56
Texas,"Frio County, TX",Length of Time Since MSCC,All,3512
Texas,"Frio County, TX",Length of Time Since MSCC,Not Known,2741
Texas,"Frio County, TX",Length of Time Since MSCC,Up to 1 year,517
Texas,"Frio County, TX",Length of Time Since MSCC,Between 10 and 15 years,54
Texas,"Frio County, TX",Length of Time Since MSCC,Between 1 and 2 years,32
Texas,"Frio County, TX",Length of Time Since MSCC,Between 6 and 7 years,23
Texas,"Frio County, TX",Length of Time Since MSCC,Between 4 and 5 years,23
Texas,"Frio County, TX",Length of Time Since MSCC,Between 15 and 20 years,21
Texas,"Frio County, TX",Length of Time Since MSCC,Between 2 and 3 years,19
Texas,"Frio County, TX",Length of Time Since MSCC,Between 3 and 4 years,18
Texas,"Frio County, TX",Length of Time Since MSCC,20 years or more,16
Texas,"Frio County, TX",Length of Time Since MSCC,Between 5 and 6 years,12
Texas,"Frio County, TX",Length of Time Since MSCC,Between 7 and 8 years,12
Texas,"Frio County, TX",Length of Time Since MSCC,Between 8 and 9 years,12
Texas,"Frio County, TX",Length of Time Since MSCC,Between 9 and 10 years,12
Texas,"Frio County, TX",Gender,All,3512
Texas,"Frio County, TX",Gender,Male,1856
Texas,"Frio County, TX",Gender,Female,1656
Texas,"Frio County, TX",Citizenship,All,3512
Texas,"Frio County, TX",Citizenship,HONDURAS,1204
Texas,"Frio County, TX",Citizenship,GUATEMALA,764
Texas,"Frio County, TX",Citizenship,EL SALVADOR,504
Texas,"Frio County, TX",Citizenship,MEXICO,448
Texas,"Frio County, TX",Citizenship,CUBA,123
Texas,"Frio County, TX",Citizenship,NICARAGUA,91
Texas,"Frio County, TX",Citizenship,BANGLADESH,73
Texas,"Frio County, TX",Citizenship,BRAZIL,60
Texas,"Frio County, TX",Citizenship,ECUADOR,41
Texas,"Frio County, TX",Citizenship,INDIA,26
Texas,"Frio County, TX",Citizenship,PERU,16
Texas,"Frio County, TX",Citizenship,"CHINA, PEOPLES REPUBLIC OF",15
Texas,"Frio County, TX",Citizenship,COLOMBIA,11
Texas,"Frio County, TX",Citizenship,DEM REP OF THE CONGO,11
Texas,"Frio County, TX",Citizenship,CAMEROON,9
Texas,"Frio County, TX",Citizenship,VENEZUELA,9
Texas,"Frio County, TX",Citizenship,YEMEN,8
Texas,"Frio County, TX",Citizenship,ROMANIA,6
Texas,"Frio County, TX",Citizenship,PAKISTAN,5
Texas,"Frio County, TX",Citizenship,DOMINICAN REPUBLIC,5
Texas,"Frio County, TX",Citizenship,RUSSIA,5
Texas,"Frio County, TX",Citizenship,ANGOLA,5
Texas,"Frio County, TX",Citizenship,SRI LANKA,5
Texas,"Frio County, TX",Citizenship,AFGHANISTAN,4
Texas,"Frio County, TX",Citizenship,CONGO,4
Texas,"Frio County, TX",Citizenship,ERITREA,4
Texas,"Frio County, TX",Citizenship,UZBEKISTAN,3
Texas,"Frio County, TX",Citizenship,INDONESIA,3
Texas,"Frio County, TX",Citizenship,GEORGIA,3
Texas,"Frio County, TX",Citizenship,VIETNAM,3
Texas,"Frio County, TX",Citizenship,SUDAN,3
Texas,"Frio County, TX",Citizenship,PHILIPPINES,3
Texas,"Frio County, TX",Citizenship,NIGERIA,3
Texas,"Frio County, TX",Citizenship,BELIZE,2
Texas,"Frio County, TX",Citizenship,TURKEY,2
Texas,"Frio County, TX",Citizenship,GUINEA,2
Texas,"Frio County, TX",Citizenship,CANADA,2
Texas,"Frio County, TX",Citizenship,JORDAN,2
Texas,"Frio County, TX",Citizenship,ALBANIA,2
Texas,"Frio County, TX",Citizenship,ARMENIA,2
Texas,"Frio County, TX",Citizenship,NIGER,2
Texas,"Frio County, TX",Citizenship,HAITI,2
Texas,"Frio County, TX",Citizenship,COSTA RICA,1
Texas,"Frio County, TX",Citizenship,IRAQ,1
Texas,"Frio County, TX",Citizenship,HUNGARY,1
Texas,"Frio County, TX",Citizenship,KOSOVO,1
Texas,"Frio County, TX",Citizenship,SOMALIA,1
Texas,"Frio County, TX",Citizenship,BURKINA FASO,1
Texas,"Frio County, TX",Citizenship,ISRAEL,1
Texas,"Frio County, TX",Citizenship,LIBERIA,1
Texas,"Frio County, TX",Citizenship,ARGENTINA,1
Texas,"Frio County, TX",Citizenship,KENYA,1
Texas,"Frio County, TX",Citizenship,UKRAINE,1
Texas,"Frio County, TX",Citizenship,UNKNOWN,1
Texas,"Frio County, TX",Citizenship,IVORY COAST,1
Texas,"Frio County, TX",Citizenship,UNITED KINGDOM,1
Texas,"Frio County, TX",Citizenship,DOMINICA,1
Texas,"Frio County, TX",Citizenship,BOLIVIA,1
Texas,"Frio County, TX",Citizenship,TAIWAN,1
Texas,"Frio County, TX",Age Group,All,3512
Texas,"Frio County, TX",Age Group,Age information witheld by ICE,3512
Texas,"Montgomery County, TX",Facility Type,All,1789
Texas,"Montgomery County, TX",Facility Type,County Facility,960
Texas,"Montgomery County, TX",Facility Type,Other Facility Type,829
Texas,"Montgomery County, TX",Facility Type (Detailed),All,1789
Texas,"Montgomery County, TX",Facility Type (Detailed),Contract Detention Facility: owned by private company/under govt contract,960
Texas,"Montgomery County, TX",Facility Type (Detailed),Intergovernmental Service Agreement: a facility operated by state/local govt,829
Texas,"Montgomery County, TX",Facility Operator,All,1789
Texas,"Montgomery County, TX",Facility Operator,"GEO Group, Inc",1789
Texas,"Montgomery County, TX",Facility Owner,All,1789
Texas,"Montgomery County, TX",Facility Owner,"GEO Group, Inc",960
Texas,"Montgomery County, TX",Facility Owner,County,829
Texas,"Montgomery County, TX",Entered ICE Custody by Month,All,1789
Texas,"Montgomery County, TX",Entered ICE Custody by Month,2018-11,746
Texas,"Montgomery County, TX",Entered ICE Custody by Month,2018-10,559
Texas,"Montgomery County, TX",Entered ICE Custody by Month,2018-09,156
Texas,"Montgomery County, TX",Entered ICE Custody by Month,2018-07,67
Texas,"Montgomery County, TX",Entered ICE Custody by Month,2018-08,66
Texas,"Montgomery County, TX",Entered ICE Custody by Month,2018-05,31
Texas,"Montgomery County, TX",Entered ICE Custody by Month,2018-06,27
Texas,"Montgomery County, TX",Entered ICE Custody by Month,2018-04,26
Texas,"Montgomery County, TX",Entered ICE Custody by Month,2018-12,25
Texas,"Montgomery County, TX",Entered ICE Custody by Month,2018-03,24
Texas,"Montgomery County, TX",Entered ICE Custody by Month,2018-02,13
Texas,"Montgomery County, TX",Entered ICE Custody by Month,2017-12,10
Texas,"Montgomery County, TX",Entered ICE Custody by Month,2017-08,7
Texas,"Montgomery County, TX",Entered ICE Custody by Month,2017-11,6
Texas,"Montgomery County, TX",Entered ICE Custody by Month,2017-10,3
Texas,"Montgomery County, TX",Entered ICE Custody by Month,2018-01,3
Texas,"Montgomery County, TX",Entered ICE Custody by Month,2017-06,3
Texas,"Montgomery County, TX",Entered ICE Custody by Month,2017-05,3
Texas,"Montgomery County, TX",Entered ICE Custody by Month,2017-04,3
Texas,"Montgomery County, TX",Entered ICE Custody by Month,2017-09,2
Texas,"Montgomery County, TX",Entered ICE Custody by Month,2016-08,2
Texas,"Montgomery County, TX",Entered ICE Custody by Month,2016-09,2
Texas,"Montgomery County, TX",Entered ICE Custody by Month,2016-03,1
Texas,"Montgomery County, TX",Entered ICE Custody by Month,2016-11,1
Texas,"Montgomery County, TX",Entered ICE Custody by Month,2016-12,1
Texas,"Montgomery County, TX",Entered ICE Custody by Month,2017-03,1
Texas,"Montgomery County, TX",Entered ICE Custody by Month,2015-11,1
Texas,"Montgomery County, TX",Time in U.S.,All,1789
Texas,"Montgomery County, TX",Time in U.S.,Up to 1 year,968
Texas,"Montgomery County, TX",Time in U.S.,Not Known,499
Texas,"Montgomery County, TX",Time in U.S.,Between 10 and 15 years,69
Texas,"Montgomery County, TX",Time in U.S.,20 years or more,60
Texas,"Montgomery County, TX",Time in U.S.,Between 15 and 20 years,39
Texas,"Montgomery County, TX",Time in U.S.,Between 2 and 3 years,34
Texas,"Montgomery County, TX",Time in U.S.,Between 5 and 6 years,30
Texas,"Montgomery County, TX",Time in U.S.,Between 1 and 2 years,28
Texas,"Montgomery County, TX",Time in U.S.,Between 4 and 5 years,19
Texas,"Montgomery County, TX",Time in U.S.,Between 3 and 4 years,16
Texas,"Montgomery County, TX",Time in U.S.,Between 7 and 8 years,9
Texas,"Montgomery County, TX",Time in U.S.,Between 8 and 9 years,8
Texas,"Montgomery County, TX",Time in U.S.,Between 6 and 7 years,6
Texas,"Montgomery County, TX",Time in U.S.,Between 9 and 10 years,4
Texas,"Montgomery County, TX",Legal Permanent Resident,All,1789
Texas,"Montgomery County, TX",Legal Permanent Resident,No,1774
Texas,"Montgomery County, TX",Legal Permanent Resident,Yes,15
Texas,"Montgomery County, TX",Asylum Seeker/Refugee,All,1789
Texas,"Montgomery County, TX",Asylum Seeker/Refugee,No,1717
Texas,"Montgomery County, TX",Asylum Seeker/Refugee,Yes,72
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,All,1789
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,No Conviction,958
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,"Illegal Entry (INA SEC.101(a)(43)(O), 8USC1325 only)",177
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Driving Under Influence Liquor,122
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Assault,61
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Burglary,27
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,"Illegal Re-Entry (INA SEC.101(a)(43)(O), 8USC1326 only)",27
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Larceny,26
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Domestic Violence,20
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Dangerous Drugs,19
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Public Order Crimes,18
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Cocaine - Possession,18
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Marijuana - Possession,17
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Aggravated Assault - Weapon,14
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Sex Offense Against Child-Fondling,14
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,"Flight To Avoid (prosecution, confinement, etc.)",13
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Robbery,12
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Traffic Offense,12
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Fraud,11
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Sex Assault,11
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Resisting Officer,11
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Drug Possession,10
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Smuggling Aliens,9
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Aggravated Assault - Family-Strongarm,8
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Forgery,7
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Trespassing,7
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Hit and Run,6
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Carrying Prohibited Weapon,6
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Drug Trafficking,6
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Threat Terroristic State Offenses,5
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Homicide,4
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Fraud - Impersonating,4
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Sex Offense,4
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Amphetamine - Possession,4
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Stolen Property,3
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Cocaine - Sell,3
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Burglary - Forced Entry-Residence,3
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Obstruct Police,3
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Burglary - Forced Entry-Non-Residence,3
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Possession Of Weapon,3
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Fraud - Illegal Use Credit Cards,3
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Damage Property,3
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Neglect Child,3
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Sexual Exploitation of Minor - Sex Performance,3
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Public Peace,3
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Aggravated Assault - Non-family-Weapon,3
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Fraud - False Statement,3
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Marijuana - Smuggle,3
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Cruelty Toward Child,3
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Immigration (Possess of Fraud. Immigration Docs),2
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Flight - Escape,2
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Probation Violation,2
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Marijuana - Sell,2
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Weapon Offense,2
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Identity Theft,2
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Failure To Appear,2
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Crimes Against Person,2
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Aggravated Assault - Family-Weapon,2
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Indecent Exposure,2
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Disorderly Conduct,2
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Liquor,2
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Robbery - Street-Weapon,2
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Sexual Exploitation of Minor - Via Telecommunications,2
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Aggravated Assault - Public Officer-Strongarm,2
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Aggravated Assault - Non-family-Strongarm,2
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,"Obstruct (specify Judiciary, Congress, Legislature, Commission in comments)",2
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Molestation of Minor,1
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Robbery - Street-Gun,1
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Receive Stolen Property,1
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Gang Activity,1
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Weapon Trafficking,1
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Contempt Of Court,1
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Counterfeiting,1
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Shoplifting,1
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Liquor - Possession,1
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Firing Weapon,1
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Health - Safety,1
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Simple Assault,1
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Fraud - Insufficient Funds Check,1
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Peeping Tom,1
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Synthetic Narcotic - Possession,1
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Statutory Rape - No Force,1
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Counterfeiting Of (identify in comments),1
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Possession Forged (identify in comments),1
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Cruelty Toward Elderly,1
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Indecent Exposure to Minor,1
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Unauthorized Use of Vehicle (includes joy riding),1
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Vehicle Theft,1
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Intimidation,1
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Aggravated Assault - Non-family-Gun,1
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Sexual Exploitation of Minor - Exhibition of Minor,1
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Neglect Family,1
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Battery,1
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Amphetamine,1
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Sex Assault - Sodomy-Girl-Strongarm,1
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Burglary - No Forced Entry-Residence,1
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Burglary - No Forced Entry-Non-Residence,1
Texas,"Montgomery County, TX",Most Serious Criminal Conviction,Refusing To Aid Officer,1
